item,itemLabel,Main_genre,,,,Main genres
http://www.wikidata.org/entity/Q188994,drum and bass,Electronic,,,,
http://www.wikidata.org/entity/Q24876318,Drumstep,,,,,
http://www.wikidata.org/entity/Q212688,dub,Electronic,,,,
http://www.wikidata.org/entity/Q1113204,dub poetry,,,,,
http://www.wikidata.org/entity/Q1262781,dub techno,Electronic,,,,
http://www.wikidata.org/entity/Q20474,dubstep,Electronic,,,,
http://www.wikidata.org/entity/Q2428625,dubstyle,,,,,
http://www.wikidata.org/entity/Q1265067,Dumka,,,,,
http://www.wikidata.org/entity/Q267287,Dunedin sound,,,,,
http://www.wikidata.org/entity/Q907799,Duranguense,,,,,
http://www.wikidata.org/entity/Q3716711,Dutch house,,,,,
http://www.wikidata.org/entity/Q2668052,Dutch-language music,,,,,
http://www.wikidata.org/entity/Q2884829,Early Baroque music,,,,,
http://www.wikidata.org/entity/Q15357587,early dancehall,,,,,
http://www.wikidata.org/entity/Q724755,early hardcore,,,,,
http://www.wikidata.org/entity/Q2611143,Early hardstyle,,,,,
http://www.wikidata.org/entity/Q436016,Early music,,,,,
http://www.wikidata.org/entity/Q15357632,Early ragga,,,,,
http://www.wikidata.org/entity/Q1277532,early reggae,,,,,
http://www.wikidata.org/entity/Q2746494,East Coast blues,,,,,
http://www.wikidata.org/entity/Q876171,East Coast hip hop,,,,,
http://www.wikidata.org/entity/Q848399,easy listening,,,,,
http://www.wikidata.org/entity/Q5332963,Eclecticism in music,,,,,
http://www.wikidata.org/entity/Q5347034,Eefing,,,,,
http://www.wikidata.org/entity/Q640097,electric blues,Electronic,,,,
http://www.wikidata.org/entity/Q217597,electro,Electronic,,,,
http://www.wikidata.org/entity/Q15957030,electro,Electronic,,,,
http://www.wikidata.org/entity/Q2521238,Electro dance,,,,,
http://www.wikidata.org/entity/Q784310,electro hop,,,,,
http://www.wikidata.org/entity/Q627906,electro house,Electronic,,,,
http://www.wikidata.org/entity/Q602561,electro swing,,,,,
http://www.wikidata.org/entity/Q1403744,electro-industrial,Electronic,,,,
http://www.wikidata.org/entity/Q3587612,electroacoustic improvisation,,,,,
http://www.wikidata.org/entity/Q1326777,electroacoustic music,,,,,
http://www.wikidata.org/entity/Q861823,electroclash,Electronic,,,,
http://www.wikidata.org/entity/Q372103,electronic body music,,,,,
http://www.wikidata.org/entity/Q851213,electronic dance music,,,,,
http://www.wikidata.org/entity/Q10283582,Electronic forrÃ³,,,,,
http://www.wikidata.org/entity/Q9778,electronic music,,,,,
http://www.wikidata.org/entity/Q325504,electronic rock,Electronic,,,,
http://www.wikidata.org/entity/Q817138,electronica,Electronic,,,,
http://www.wikidata.org/entity/Q2084353,electronicore,,,,,
http://www.wikidata.org/entity/Q188450,electropop,Electronic,,,,
http://www.wikidata.org/entity/Q646165,electrostep,,,,,
http://www.wikidata.org/entity/Q362515,Electrotango,,,,,
http://www.wikidata.org/entity/Q14559031,elevator music,,,,,
http://www.wikidata.org/entity/Q10926,emo,Heavy Metal,,,,
http://www.wikidata.org/entity/Q3724735,emo pop,,,,,
http://www.wikidata.org/entity/Q42377959,emo rap,,,,,
http://www.wikidata.org/entity/Q60199541,emo rock,,,,,
http://www.wikidata.org/entity/Q873478,enka,,,,,
http://www.wikidata.org/entity/Q5834708,Epic Doom metal,,,,,
http://www.wikidata.org/entity/Q1902656,epic heavy metal,,,,,
http://www.wikidata.org/entity/Q3726825,epic metal,,,,,
http://www.wikidata.org/entity/Q24189851,Epic music,,,,,
http://www.wikidata.org/entity/Q2472420,estrada,,,,,
http://www.wikidata.org/entity/Q284543,ethereal wave,,,,,
http://www.wikidata.org/entity/Q3591962,Ethio-jazz,,,,,
http://www.wikidata.org/entity/Q2549052,ethnic electronica,,,,,
http://www.wikidata.org/entity/Q1371364,ethno jazz,,,,,
http://www.wikidata.org/entity/Q1374731,Euro disco,,,,,
http://www.wikidata.org/entity/Q848852,Eurobeat,,,,,
http://www.wikidata.org/entity/Q216961,Eurodance,Electronic,,,,
http://www.wikidata.org/entity/Q517415,Europop,Pop,,,,
http://www.wikidata.org/entity/Q916387,exotica,,,,,
http://www.wikidata.org/entity/Q3736049,experimental dub,,,,,
http://www.wikidata.org/entity/Q5421158,experimental hip hop,,,,,
http://www.wikidata.org/entity/Q1640319,experimental music,,,,,
http://www.wikidata.org/entity/Q25094591,experimental pop,,,,,
http://www.wikidata.org/entity/Q1641839,experimental rock,Rock,,,,
http://www.wikidata.org/entity/Q465978,extreme metal,,,,,
http://www.wikidata.org/entity/Q185676,fado,,,,,
http://www.wikidata.org/entity/Q5433431,Famo,,,,,
http://www.wikidata.org/entity/Q1130969,fandango,,,,,
http://www.wikidata.org/entity/Q836571,fantasia,,,,,
http://www.wikidata.org/entity/Q5437134,FasÄ±l,,,,,
http://www.wikidata.org/entity/Q1516324,fast polka,,,,,
http://www.wikidata.org/entity/Q1398916,favola in musica,,,,,
http://www.wikidata.org/entity/Q5442427,Fell,,,,,
http://www.wikidata.org/entity/Q5445668,Festejo,,,,,
http://www.wikidata.org/entity/Q2365784,Fidget house,,,,,
http://www.wikidata.org/entity/Q5393053,Filin,,,,,
http://www.wikidata.org/entity/Q492264,film score,,,,,
http://www.wikidata.org/entity/Q544440,Filmi,,,,,
http://www.wikidata.org/entity/Q5449125,Filmi pop,,,,,
http://www.wikidata.org/entity/Q5449126,Filmi qawwali,,,,,
http://www.wikidata.org/entity/Q28721502,Finnish grime,,,,,
http://www.wikidata.org/entity/Q2988851,Finnish rock,,,,,
http://www.wikidata.org/entity/Q9764,flamenco,Folk,,,,
http://www.wikidata.org/entity/Q3321920,Flamenco rumba,,,,,
http://www.wikidata.org/entity/Q1430045,Florida death metal,,,,,
http://www.wikidata.org/entity/Q16303306,Folk & Roll,,,,,
http://www.wikidata.org/entity/Q5464445,folk baroque,,,,,
http://www.wikidata.org/entity/Q5464464,Folk jazz,,,,,
http://www.wikidata.org/entity/Q484179,folk metal,Folk,,,,
http://www.wikidata.org/entity/Q235858,folk music,,,,,
http://www.wikidata.org/entity/Q28100965,folk pop,Folk,,,,
http://www.wikidata.org/entity/Q1425661,folk punk,Folk,,,,
http://www.wikidata.org/entity/Q5464476,Folk rhythm,,,,,
http://www.wikidata.org/entity/Q186472,folk rock,Folk,,,,
http://www.wikidata.org/entity/Q17053024,Folkhop,,,,,
http://www.wikidata.org/entity/Q1435509,folktronica,,,,,
http://www.wikidata.org/entity/Q5466607,Footwork,,,,,
http://www.wikidata.org/entity/Q61941509,forme complexe,,,,,
http://www.wikidata.org/entity/Q586110,forrÃ³,,,,,
http://www.wikidata.org/entity/Q5477103,Foxcore,,,,,
http://www.wikidata.org/entity/Q3752342,frat rock,,,,,
http://www.wikidata.org/entity/Q2404568,freak folk,Folk,,,,
http://www.wikidata.org/entity/Q5487269,freak metal,,,,,
http://www.wikidata.org/entity/Q2607836,Freakbeat,,,,,
http://www.wikidata.org/entity/Q592060,free improvisation,Others,,,,
http://www.wikidata.org/entity/Q211781,free jazz,Jazz,,,,
http://www.wikidata.org/entity/Q2420402,free rock,,,,,
http://www.wikidata.org/entity/Q2181965,Freeform Hardcore,,,,,
http://www.wikidata.org/entity/Q655514,freestyle music,,,,,
http://www.wikidata.org/entity/Q384181,Freestyle rap,,,,,
http://www.wikidata.org/entity/Q3328590,French Baroque music,,,,,
http://www.wikidata.org/entity/Q138020,French hip hop,,,,,
http://www.wikidata.org/entity/Q1455292,French house,,,,,
http://www.wikidata.org/entity/Q1610196,French organ school,,,,,
http://www.wikidata.org/entity/Q60500291,French polka,,,,,
http://www.wikidata.org/entity/Q1162954,French pop music,,,,,
http://www.wikidata.org/entity/Q21427887,French progressive rock,,,,,
http://www.wikidata.org/entity/Q3437841,French rock,,,,,
http://www.wikidata.org/entity/Q1455487,Frenchcore,,,,,
http://www.wikidata.org/entity/Q1455932,Frevo,,,,,
http://www.wikidata.org/entity/Q3090876,funanÃ¡,,,,,
http://www.wikidata.org/entity/Q2738113,funeral doom metal,,,,,
http://www.wikidata.org/entity/Q1677377,funeral march,,,,,
http://www.wikidata.org/entity/Q164444,funk,Others,,,,
http://www.wikidata.org/entity/Q1931130,Funk carioca,Others,,,,
http://www.wikidata.org/entity/Q667659,funk metal,Others,,,,
http://www.wikidata.org/entity/Q15893013,Funk ostentaÃ§Ã£o,,,,,
http://www.wikidata.org/entity/Q835891,funk rock,Others,,,,
http://www.wikidata.org/entity/Q1460303,Funkstep,,,,,
http://www.wikidata.org/entity/Q1091056,Funktronica,,,,,
http://www.wikidata.org/entity/Q949369,Funky house,Others,,,,
http://www.wikidata.org/entity/Q944465,Fusion,Others,,,,
http://www.wikidata.org/entity/Q22908553,future bass,,,,,
http://www.wikidata.org/entity/Q5510816,future garage,,,,,
http://www.wikidata.org/entity/Q20021059,Future house,,,,,
http://www.wikidata.org/entity/Q828243,futurepop,Electronic,,,,
http://www.wikidata.org/entity/Q1045541,g-funk,,,,,
http://www.wikidata.org/entity/Q25419286,GaÃºcho rock,,,,,
http://www.wikidata.org/entity/Q5515214,Gaana,,,,,
http://www.wikidata.org/entity/Q16148439,Gaelic music,,,,,
http://www.wikidata.org/entity/Q5625934,GÃ¥nglÃ¥t,,,,,
http://www.wikidata.org/entity/Q12890903,gaga,,,,,
http://www.wikidata.org/entity/Q1141686,Galante music,,,,,
http://www.wikidata.org/entity/Q26280189,Galician rumba,,,,,
http://www.wikidata.org/entity/Q5520012,Gamelan bebonangan,,,,,
http://www.wikidata.org/entity/Q5520004,Gamelan Gadhon,,,,,
http://www.wikidata.org/entity/Q5520013,Gamelan gambang,,,,,
http://www.wikidata.org/entity/Q1493069,Gamelan gong kebyar,,,,,
http://www.wikidata.org/entity/Q5520018,Gamelan salendro,,,,,
http://www.wikidata.org/entity/Q5520021,Gamelan selunding,,,,,
http://www.wikidata.org/entity/Q5520007,Gamelan Siteran,,,,,
http://www.wikidata.org/entity/Q753679,gangsta rap,Hip Hop,,,,
http://www.wikidata.org/entity/Q928825,Garage house,Electronic,,,,
http://www.wikidata.org/entity/Q2296495,garage punk,Punk,,,,
http://www.wikidata.org/entity/Q211573,garage rock,Rock,,,,
http://www.wikidata.org/entity/Q5529053,Gazel,,,,,
http://www.wikidata.org/entity/Q2324411,geek rock,,,,,
http://www.wikidata.org/entity/Q1314422,Geistliches Konzert,,,,,
http://www.wikidata.org/entity/Q454071,German hip hop,,,,,
http://www.wikidata.org/entity/Q2118402,German punk,,,,,
http://www.wikidata.org/entity/Q24383,German rock,,,,,
http://www.wikidata.org/entity/Q2744144,Gharnati music,,,,,
http://www.wikidata.org/entity/Q2748817,Ghetto house,,,,,
http://www.wikidata.org/entity/Q1521688,Ghettotech,,,,,
http://www.wikidata.org/entity/Q188539,glam metal,Heavy Metal,,,,
http://www.wikidata.org/entity/Q1123745,glam punk,,,,,
http://www.wikidata.org/entity/Q76092,glam rock,Rock,,,,
http://www.wikidata.org/entity/Q663979,glee,,,,,
http://www.wikidata.org/entity/Q1100989,glitch,Electronic,,,,
http://www.wikidata.org/entity/Q3108920,Glitch Hop,,,,,
http://www.wikidata.org/entity/Q2000173,Gnawa music,,,,,
http://www.wikidata.org/entity/Q2697917,go-go,,,,,
http://www.wikidata.org/entity/Q835131,Goa trance,Electronic,,,,
http://www.wikidata.org/entity/Q5581134,Gombhira,,,,,
http://www.wikidata.org/entity/Q5583956,Goombay,,,,,
http://www.wikidata.org/entity/Q1147692,goregrind,Heavy Metal,,,,
http://www.wikidata.org/entity/Q3111428,gospel blues,,,,,
http://www.wikidata.org/entity/Q180268,gospel music,,,,,
http://www.wikidata.org/entity/Q3931695,Gospel reggae,,,,,
http://www.wikidata.org/entity/Q1538765,Gothabilly,,,,,
http://www.wikidata.org/entity/Q11122966,Gothenburg metal,,,,,
http://www.wikidata.org/entity/Q178145,gothic metal,Heavy Metal,,,,
http://www.wikidata.org/entity/Q13646229,Gothic music,,,,,
http://www.wikidata.org/entity/Q1538805,Gothic Punk,,,,,
http://www.wikidata.org/entity/Q485395,gothic rock,Rock,,,,
http://www.wikidata.org/entity/Q1987105,Grebo,,,,,
http://www.wikidata.org/entity/Q12876995,Greek folk music,,,,,
http://www.wikidata.org/entity/Q26473,Gregorian chant,,,,,
http://www.wikidata.org/entity/Q1166726,grime,Electronic,,,,
http://www.wikidata.org/entity/Q188534,grindcore,Heavy Metal,,,,
http://www.wikidata.org/entity/Q3116754,Grindie,,,,,
http://www.wikidata.org/entity/Q241662,groove metal,Heavy Metal,,,,
http://www.wikidata.org/entity/Q3117305,Group Sounds,,,,,
http://www.wikidata.org/entity/Q11365,grunge,Rock,,,,
http://www.wikidata.org/entity/Q12018477,grungecore,,,,,
http://www.wikidata.org/entity/Q5886831,Guabina,,,,,
http://www.wikidata.org/entity/Q787663,Guajira,,,,,
http://www.wikidata.org/entity/Q1552806,guaracha,,,,,
http://www.wikidata.org/entity/Q3278092,Guarania,,,,,
http://www.wikidata.org/entity/Q18074899,guitar music,,,,,
http://www.wikidata.org/entity/Q5618068,Gumbe,,,,,
http://www.wikidata.org/entity/Q844245,Gypsy jazz,,,,,
http://www.wikidata.org/entity/Q2715283,Gypsy punk,,,,,
http://www.wikidata.org/entity/Q1915787,H8000,,,,,
http://www.wikidata.org/entity/Q835562,Habanera,,,,,
http://www.wikidata.org/entity/Q5639747,Haitian hip hop,,,,,
http://www.wikidata.org/entity/Q17004167,Haitian rock,,,,,
http://www.wikidata.org/entity/Q733804,hands up,,,,,
http://www.wikidata.org/entity/Q339906,Happy Hardcore,Electronic,,,,
http://www.wikidata.org/entity/Q5654316,Harawi,,,,,
http://www.wikidata.org/entity/Q3783318,hard and heavy,,,,,
http://www.wikidata.org/entity/Q181010,hard bop,Jazz,,,,
http://www.wikidata.org/entity/Q1033912,Hard dance,,,,,
http://www.wikidata.org/entity/Q83270,hard rock,Rock,,,,
http://www.wikidata.org/entity/Q832665,hard trance,Electronic,,,,
http://www.wikidata.org/entity/Q5655695,Hardbag,,,,,
http://www.wikidata.org/entity/Q28458027,hardbass,,,,,
http://www.wikidata.org/entity/Q388906,hardcore,,,,,
http://www.wikidata.org/entity/Q966564,hardcore hip hop,,,,,
http://www.wikidata.org/entity/Q10922,hardcore punk,Punk,,,,
http://www.wikidata.org/entity/Q3783347,hardcore ragga,,,,,
http://www.wikidata.org/entity/Q2640307,Hardstep,,,,,
http://www.wikidata.org/entity/Q223840,Hardstyle,Electronic,,,,
http://www.wikidata.org/entity/Q3084222,Hardtechno,,,,,
http://www.wikidata.org/entity/Q16562829,harsh noise,,,,,
http://www.wikidata.org/entity/Q39046859,Harsh noise wall,,,,,
http://www.wikidata.org/entity/Q20819985,Hasidic music,,,,,
http://www.wikidata.org/entity/Q747717,heartland rock,,,,,
http://www.wikidata.org/entity/Q5724040,heavy hardcore,,,,,
http://www.wikidata.org/entity/Q38848,heavy metal,Heavy Metal,,,,
http://www.wikidata.org/entity/Q622688,HEY,,,,,
http://www.wikidata.org/entity/Q606393,Hi-NRG,,,,,
http://www.wikidata.org/entity/Q963061,Highlife,,,,,
http://www.wikidata.org/entity/Q5765288,Himene tarava,,,,,
http://www.wikidata.org/entity/Q1770695,Hindustani classical music,,,,,
http://www.wikidata.org/entity/Q5768028,Hip hop in the Dominican Republic,,,,,
http://www.wikidata.org/entity/Q11401,hip hop music,,,,,
http://www.wikidata.org/entity/Q2256407,hip hop soul,,,,,
http://www.wikidata.org/entity/Q3135807,Hip hop Tuga,,,,,
http://www.wikidata.org/entity/Q601235,hip house,,,,,
http://www.wikidata.org/entity/Q28490034,hipco Music,,,,,
http://www.wikidata.org/entity/Q1619932,Hiplife,,,,,
http://www.wikidata.org/entity/Q1620079,hipster hop,,,,,
http://www.wikidata.org/entity/Q5769376,Hiranaam,,,,,
http://www.wikidata.org/entity/Q5876772,Hofii,,,,,
http://www.wikidata.org/entity/Q5881246,Holler Blues,,,,,
http://www.wikidata.org/entity/Q5884805,Holubka,,,,,
http://www.wikidata.org/entity/Q420883,Homo hop,,,,,
http://www.wikidata.org/entity/Q5895294,Hong Kong hip hop,,,,,
http://www.wikidata.org/entity/Q3140141,honky tonk,Others,,,,
http://www.wikidata.org/entity/Q16844736,Hopak-Kolom,,,,,
http://www.wikidata.org/entity/Q13212088,Hori,,,,,
http://www.wikidata.org/entity/Q23637018,Hornpipe,,,,,
http://www.wikidata.org/entity/Q54864794,horror music,,,,,
http://www.wikidata.org/entity/Q830325,horror punk,Punk,,,,
http://www.wikidata.org/entity/Q1139136,horrorcore,,,,,
http://www.wikidata.org/entity/Q20502,house music,,,,,
http://www.wikidata.org/entity/Q20016860,Huaylarsh,,,,,
http://www.wikidata.org/entity/Q1370720,Humoresque,,,,,
http://www.wikidata.org/entity/Q1051575,humppa,,,,,
http://www.wikidata.org/entity/Q8273152,Hutsulka,,,,,
http://www.wikidata.org/entity/Q5369664,Hyangak,,,,,
http://www.wikidata.org/entity/Q484692,hymn,,,,,
http://www.wikidata.org/entity/Q2043175,hyphy,,,,,
http://www.wikidata.org/entity/Q18204859,Igbo rap,,,,,
http://www.wikidata.org/entity/Q16875726,Ikinimba,,,,,
http://www.wikidata.org/entity/Q1658757,Illbient,Electronic,,,,
http://www.wikidata.org/entity/Q2625206,image song,,,,,
http://www.wikidata.org/entity/Q6003760,Imene metua,,,,,
http://www.wikidata.org/entity/Q6003762,Imene tuki,,,,,
http://www.wikidata.org/entity/Q3797148,In Nomine,,,,,
http://www.wikidata.org/entity/Q1147752,incidental music,,,,,
http://www.wikidata.org/entity/Q42201,independent music,,,,,
http://www.wikidata.org/entity/Q1323698,Indian classical music,,,,,
http://www.wikidata.org/entity/Q3535998,Indian pop,,,,,
http://www.wikidata.org/entity/Q16056349,Indian rock,,,,,
http://www.wikidata.org/entity/Q1317816,indie folk,Folk,,,,
http://www.wikidata.org/entity/Q842324,indie pop,Pop,,,,
http://www.wikidata.org/entity/Q183504,indie rock,Rock,,,,
http://www.wikidata.org/entity/Q325397,indietronica,Electronic,,,,
http://www.wikidata.org/entity/Q2340395,indigenous Australian music,,,,,
http://www.wikidata.org/entity/Q6024704,indigenous music,,,,,
http://www.wikidata.org/entity/Q25099472,Indigenous Nigerian music,,,,,
http://www.wikidata.org/entity/Q17128277,Indoribbean Pop,,,,,
http://www.wikidata.org/entity/Q2097664,Indorock,Rock,,,,
http://www.wikidata.org/entity/Q8347620,industrial coldwave,,,,,
http://www.wikidata.org/entity/Q1661924,industrial dance,,,,,
http://www.wikidata.org/entity/Q1191299,industrial hardcore,,,,,
http://www.wikidata.org/entity/Q2004156,industrial hip hop,,,,,
http://www.wikidata.org/entity/Q208494,industrial metal,Heavy Metal,,,,
http://www.wikidata.org/entity/Q487965,industrial music,,,,,
http://www.wikidata.org/entity/Q968730,industrial rock,Rock,,,,
http://www.wikidata.org/entity/Q29480448,industrial techno,,,,,
http://www.wikidata.org/entity/Q6037387,Insertion aria,,,,,
http://www.wikidata.org/entity/Q639197,instrumental music,,,,,
http://www.wikidata.org/entity/Q1650296,instrumental rock,Rock,,,,
http://www.wikidata.org/entity/Q660984,intelligent dance music,,,,,
http://www.wikidata.org/entity/Q51560345,intuitive folk,,,,,
http://www.wikidata.org/entity/Q7198347,Inuit music,,,,,
http://www.wikidata.org/entity/Q7482056,Irish traditional music,,,,,
http://www.wikidata.org/entity/Q6073487,Iroquois music,,,,,
http://www.wikidata.org/entity/Q13580383,isolationism,,,,,
http://www.wikidata.org/entity/Q2917227,Israeli rock,,,,,
http://www.wikidata.org/entity/Q470611,Italian hip hop,,,,,
http://www.wikidata.org/entity/Q930592,Italo dance,,,,,
http://www.wikidata.org/entity/Q744417,Italo disco,,,,,
http://www.wikidata.org/entity/Q2702280,Italo house,,,,,
http://www.wikidata.org/entity/Q131578,J-pop,Pop,,,,
http://www.wikidata.org/entity/Q1055871,J-rock,Rock,,,,
http://www.wikidata.org/entity/Q16941867,Jamaquello,,,,,
http://www.wikidata.org/entity/Q1190565,jangle pop,,,,,
http://www.wikidata.org/entity/Q3098078,Japanese hardcore,,,,,
http://www.wikidata.org/entity/Q1683348,Japanese hip hop,,,,,
http://www.wikidata.org/entity/Q16821210,Japanese jazz,,,,,
http://www.wikidata.org/entity/Q8341,jazz,Jazz,,,,
http://www.wikidata.org/entity/Q1684520,Jazz blues,Jazz,,,,
http://www.wikidata.org/entity/Q105527,jazz fusion,Jazz,,,,
http://www.wikidata.org/entity/Q255406,jazz rap,Jazz,,,,
http://www.wikidata.org/entity/Q52556476,jazz rock,Jazz,,,,
http://www.wikidata.org/entity/Q38656,jazz-funk,Jazz,,,,
http://www.wikidata.org/entity/Q1433547,Jazzcore,,,,,
http://www.wikidata.org/entity/Q9011351,jazzstep,,,,,
http://www.wikidata.org/entity/Q18378609,Jersey club,,,,,
http://www.wikidata.org/entity/Q6188299,Jesus music,,,,,
http://www.wikidata.org/entity/Q1716019,Jewish music,,,,,
http://www.wikidata.org/entity/Q24910123,Jewish rock,,,,,
http://www.wikidata.org/entity/Q6202259,Jing ping,,,,,
http://www.wikidata.org/entity/Q1202208,Joropo,,,,,
http://www.wikidata.org/entity/Q252626,jota,,,,,
http://www.wikidata.org/entity/Q9014988,Jota Aragonese,,,,,
http://www.wikidata.org/entity/Q1515757,jump blues,,,,,
http://www.wikidata.org/entity/Q46649,Jump-up,,,,,
http://www.wikidata.org/entity/Q389631,Jumpstyle,,,,,
http://www.wikidata.org/entity/Q1102161,jungle,Electronic,,,,
http://www.wikidata.org/entity/Q6319299,JwÃ©,,,,,
http://www.wikidata.org/entity/Q213665,K-pop,Pop,,,,
http://www.wikidata.org/entity/Q3191713,Kacapi suling,,,,,
http://www.wikidata.org/entity/Q3191747,Kadans,,,,,
http://www.wikidata.org/entity/Q1795903,KÃ¶lschrock,,,,,
http://www.wikidata.org/entity/Q6348907,Kajari,,,,,
http://www.wikidata.org/entity/Q3083000,kan ha diskan,,,,,
http://www.wikidata.org/entity/Q9016941,Kantu,,,,,
http://www.wikidata.org/entity/Q6366462,Kapanirong,,,,,
http://www.wikidata.org/entity/Q6367434,Kar,,,,,
http://www.wikidata.org/entity/Q610022,Kaseko,,,,,
http://www.wikidata.org/entity/Q6378419,Katuli,,,,,
http://www.wikidata.org/entity/Q16096634,kawaii metal,,,,,
http://www.wikidata.org/entity/Q2249365,Kawina,,,,,
http://www.wikidata.org/entity/Q1418683,kayÅkyoku,Pop,,,,
http://www.wikidata.org/entity/Q6392890,Kenyan hip hop,,,,,
http://www.wikidata.org/entity/Q6394780,Kertok,,,,,
http://www.wikidata.org/entity/Q585588,Khaliji,,,,,
http://www.wikidata.org/entity/Q6032954,Kilam,,,,,
http://www.wikidata.org/entity/Q6410606,Kindie rock,,,,,
http://www.wikidata.org/entity/Q1597549,kizomba,,,,,
http://www.wikidata.org/entity/Q212944,klezmer,,,,,
http://www.wikidata.org/entity/Q6421060,Kliningan,,,,,
http://www.wikidata.org/entity/Q16937368,kolyadka,,,,,
http://www.wikidata.org/entity/Q6431989,Korean hip hop,,,,,
http://www.wikidata.org/entity/Q16733731,Kpanlogo,,,,,
http://www.wikidata.org/entity/Q320592,krautrock,Rock,,,,
http://www.wikidata.org/entity/Q1191544,Kuduro,,,,,
http://www.wikidata.org/entity/Q379288,Kulning,,,,,
http://www.wikidata.org/entity/Q1793004,Kurdish music,,,,,
http://www.wikidata.org/entity/Q956717,kwaito,,,,,
http://www.wikidata.org/entity/Q6450040,Kwakwaka'wakw music,,,,,
http://www.wikidata.org/entity/Q19860267,KZ-Pop,,,,,
http://www.wikidata.org/entity/Q2087267,LaÃ¯ko,,,,,
http://www.wikidata.org/entity/Q6480724,Lam luang,,,,,
http://www.wikidata.org/entity/Q6480726,Lam saravane,,,,,
http://www.wikidata.org/entity/Q1229479,Lament,,,,,
http://www.wikidata.org/entity/Q1089050,Latin Alternative,,,,,
http://www.wikidata.org/entity/Q727781,Latin American music,,,,,
http://www.wikidata.org/entity/Q6496560,Latin ballad,,,,,
http://www.wikidata.org/entity/Q3827483,Latin hip hop,,,,,
http://www.wikidata.org/entity/Q3056538,Latin house,,,,,
http://www.wikidata.org/entity/Q837389,Latin jazz,Jazz,,,,
http://www.wikidata.org/entity/Q1622261,Latin metal,,,,,
http://www.wikidata.org/entity/Q18345375,Latin music,,,,,
http://www.wikidata.org/entity/Q547137,Latin pop,Pop,,,,
http://www.wikidata.org/entity/Q185162,latin rock,Rock,,,,
http://www.wikidata.org/entity/Q6496549,Latin soul,,,,,
http://www.wikidata.org/entity/Q54329757,latin trap,,,,,
http://www.wikidata.org/entity/Q1243254,Lento Violento,,,,,
http://www.wikidata.org/entity/Q2138639,Levenslied,,,,,
http://www.wikidata.org/entity/Q6537469,Lewoz,,,,,
http://www.wikidata.org/entity/Q216860,Lied,,,,,
http://www.wikidata.org/entity/Q1537056,light music,,,,,
http://www.wikidata.org/entity/Q2082572,liquid funk,,,,,
http://www.wikidata.org/entity/Q935586,liturgical music,,,,,
http://www.wikidata.org/entity/Q4043097,live looping,,,,,
http://www.wikidata.org/entity/Q6658771,Livetronica,,,,,
http://www.wikidata.org/entity/Q1507298,lo-fi music,,,,,
http://www.wikidata.org/entity/Q1785243,Long song,,,,,
http://www.wikidata.org/entity/Q515074,Louisiana blues,,,,,
http://www.wikidata.org/entity/Q1141081,lounge music,,,,,
http://www.wikidata.org/entity/Q6689665,lounge rock,,,,,
http://www.wikidata.org/entity/Q1872505,Lovers rock,,,,,
http://www.wikidata.org/entity/Q310871,Lowercase,,,,,
http://www.wikidata.org/entity/Q6694797,Lu,,,,,
http://www.wikidata.org/entity/Q665286,Luk thung,,,,,
http://www.wikidata.org/entity/Q2956237,lyric singing,,,,,
http://www.wikidata.org/entity/Q2864671,lyrical art,,,,,
http://www.wikidata.org/entity/Q1477428,M-Base,,,,,
http://www.wikidata.org/entity/Q25105231,Machine-pop,,,,,
http://www.wikidata.org/entity/Q502886,Madchester,Rock,,,,
http://www.wikidata.org/entity/Q6727621,Madhyalaya,,,,,
http://www.wikidata.org/entity/Q9302696,mafioso rap,,,,,
http://www.wikidata.org/entity/Q3048168,MÃ¡kina,,,,,
http://www.wikidata.org/entity/Q2737175,mÃ©lodie,,,,,
http://www.wikidata.org/entity/Q3333303,MÃ©ringue,,,,,
http://www.wikidata.org/entity/Q6950428,MÃºsica criolla,,,,,
http://www.wikidata.org/entity/Q1046768,MÃºsica Popular Brasileira,,,,,
http://www.wikidata.org/entity/Q1958273,MÃºsica sertaneja,,,,,
http://www.wikidata.org/entity/Q820049,mainstream hardcore,,,,,
http://www.wikidata.org/entity/Q1737332,mainstream jazz,,,,,
http://www.wikidata.org/entity/Q2526653,Mainstream rock,Rock,,,,
http://www.wikidata.org/entity/Q2621158,Makwaya,,,,,
http://www.wikidata.org/entity/Q574646,MalagueÃ±as,,,,,
http://www.wikidata.org/entity/Q6742070,Malaysian pop,,,,,
http://www.wikidata.org/entity/Q3305039,Malhun,,,,,
http://www.wikidata.org/entity/Q1646666,mambo,Latin,,,,
http://www.wikidata.org/entity/Q973150,Mandopop,,,,,
http://www.wikidata.org/entity/Q642983,Manele,,,,,
http://www.wikidata.org/entity/Q6749708,Manila Sound,,,,,
http://www.wikidata.org/entity/Q2798694,Marabi,,,,,
http://www.wikidata.org/entity/Q211025,march,,,,,
http://www.wikidata.org/entity/Q3889661,marchinha,,,,,
http://www.wikidata.org/entity/Q464129,Mariachi,,,,,
http://www.wikidata.org/entity/Q3293102,Marimbalax,,,,,
http://www.wikidata.org/entity/Q6772364,Maroon music,,,,,
http://www.wikidata.org/entity/Q1078010,martial industrial,Others,,,,
http://www.wikidata.org/entity/Q6774721,Martial music,,,,,
http://www.wikidata.org/entity/Q48445,mashup,,,,,
http://www.wikidata.org/entity/Q217295,mass,,,,,
